sku_id,forecast_28d_qty,forecast_daily_avg,forecast_peak_day_qty,unit_price_proxy,unit_cost_proxy,unit_profit_proxy,last_28d_qty,avg_daily_28d_qty,avg_daily_56d_qty,train_profit_proxy,forecast_28d_revenue,forecast_28d_profit,demand_change_pct,current_stock_assumed,lead_time_days,safety_stock_days,reorder_point,suggested_order_qty,stockout_risk_score,overstock_risk_score,revenue_at_risk_proxy,profit_at_risk_proxy,risk_type,risk_score,recommended_action
SKU-02230,0.0,0.0,0.0,196750.0,110091.0,86659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02229,0.0,0.0,0.0,180000.0,109884.0,70116.0,0.0,0.0,0.0,70116.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02228,0.0,0.0,0.0,232611.42857142858,154508.01857142855,78103.41000000003,0.0,0.0,0.03571428571428571,546723.87,0.0,0.0,0.0,1.12,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02227,0.0,0.0,0.0,296013.4285714286,191620.6025,104392.82607142857,0.0,0.0,0.0,2584383.13,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02257,0.0,0.0,0.0,227000.0,126500.0,100500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02256,0.0,0.0,0.0,302500.0,189176.75,113323.25,0.0,0.0,0.0,342470.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02255,0.0,0.0,0.0,364325.0,305000.0,59325.0,0.0,0.0,0.0,56000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02254,0.0,0.0,0.0,444000.0,393333.3333333333,50666.666666666686,0.0,0.0,0.0,152000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02253,0.0,0.0,0.0,360258.8076923077,248662.01423076924,111596.79346153844,0.0,0.0,0.0,4813660.26,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02252,0.0,0.0,0.0,84000.0,150085.9,0.0,0.0,0.0,0.0,-660859.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02251,0.0,0.0,0.0,170000.0,196523.0,0.0,0.0,0.0,0.0,-53046.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02250,0.0,0.0,0.0,344740.8965517241,220761.75172413792,123979.14482758619,0.0,0.0,0.05357142857142857,3312447.2,0.0,0.0,0.0,1.88,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02249,0.0,0.0,0.0,350000.0,197285.5,152714.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02248,0.0,0.0,0.0,315454.54545454547,269098.1890909091,46356.35636363638,0.0,0.0,0.0,408116.92,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02247,0.0,0.0,0.0,547800.0,474000.0,73800.0,0.0,0.0,0.03571428571428571,369000.0,0.0,0.0,0.0,0.88,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02791,0.0,0.0,0.0,786363.6363636364,705454.5454545454,80909.09090909094,0.0,0.0,0.0,890000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02790,0.0,0.0,0.0,706722.5853658536,506362.51219512196,200360.07317073166,1.0,0.03571428571428571,0.017857142857142856,15985238.0,0.0,0.0,-100.0,0.69,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02789,0.0,0.0,0.0,101510.83333333333,74401.81565217391,27109.017681159414,0.0,0.0,0.0,3175078.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02821,0.0,0.0,0.0,1302741.125,1151403.6964285714,151337.42857142864,0.0,0.0,0.017857142857142856,7974324.0,0.0,0.0,0.0,0.44,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02820,0.0,0.0,0.0,1315914.2857142857,1180000.0,135914.28571428568,0.0,0.0,0.0,671400.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02818,0.0,0.0,0.0,1328549.0909090908,1102177.5145454546,226371.57636363618,0.0,0.0,0.0,2266399.34,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02817,0.0,0.0,0.0,1583695.3846153845,1188853.4176923076,394841.9669230769,0.0,0.0,0.0,5132945.57,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02816,0.0,0.0,0.0,1989826.5384615385,1448665.06,541161.4784615384,0.0,0.0,0.0,6074024.22,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02813,0.0,0.0,0.0,1713181.8181818181,1281511.0909090908,431670.7272727273,0.0,0.0,0.0,3867800.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02812,0.0,0.0,0.0,1736137.5,1417470.125,318667.375,0.0,0.0,0.0,2549339.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02811,0.0,0.0,0.0,1967500.0,1750000.0,217500.0,0.0,0.0,0.0,235000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02809,0.0,0.0,0.0,1657103.1792452831,1452679.4716981133,204423.70754716988,0.0,0.0,0.0,20920792.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02808,0.0,0.0,0.0,2276400.0,1800000.0,476400.0,0.0,0.0,0.03571428571428571,1905600.0,0.0,0.0,0.0,1.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02806,0.0,0.0,0.0,1398680.0,1270000.0,128680.0,0.0,0.0,0.017857142857142856,643400.0,0.0,0.0,0.0,0.81,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02837,0.0,0.0,0.0,2434097.727272727,1796501.5727272728,637596.1545454543,0.0,0.0,0.0,6306999.7,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02836,0.0,0.0,0.0,1196370.0,850000.0,346370.0,0.0,0.0,0.017857142857142856,1039110.0,0.0,0.0,0.0,0.5,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02835,0.0,0.0,0.0,1342823.076923077,1102220.3373076923,240602.73961538472,0.0,0.0,0.0,6086339.23,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02834,0.0,0.0,0.0,1306800.0,932750.0,374050.0,0.0,0.0,0.0,1496200.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02832,0.0,0.0,0.0,2175708.220338983,1688014.260677966,487693.95966101694,1.0,0.03571428571428571,0.05357142857142857,27081557.62,0.0,0.0,-100.0,2.06,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02831,0.0,0.0,0.0,2558266.6666666665,2316666.6666666665,241600.0,0.0,0.0,0.017857142857142856,724800.0,0.0,0.0,0.0,0.62,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02829,0.0,0.0,0.0,1650000.0,1362328.0,287672.0,0.0,0.0,0.0,287672.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02827,0.0,0.0,0.0,2020840.0,1486365.8216666665,534474.1783333335,0.0,0.0,0.0,3206845.0700000003,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02826,0.0,0.0,0.0,1115500.0,880000.0,235500.0,0.0,0.0,0.0,471000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02825,0.0,0.0,0.0,1588720.0,1422000.0,166720.0,0.0,0.0,0.0,1419200.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02824,0.0,0.0,0.0,1723259.25,1520000.0,203259.25,0.0,0.0,0.0,813037.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02822,0.0,0.0,0.0,2470000.0,2200000.0,270000.0,0.0,0.0,0.0,270000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02855,0.0,0.0,0.0,1623300.0,1174841.8016666668,448458.19833333325,0.0,0.0,0.0,5381498.38,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02854,0.0,0.0,0.0,1704663.3333333333,1406949.8333333333,297713.5,0.0,0.0,0.0,1464104.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02852,0.0,0.0,0.0,1830800.0,1700000.0,130800.0,0.0,0.0,0.0,392400.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02850,0.0,0.0,0.0,1763252.046511628,1223509.5246511628,539742.5218604652,0.0,0.0,0.0,21720426.44,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02849,0.0,0.0,0.0,2963734.705882353,2166433.6529411767,797301.0529411761,0.0,0.0,0.0,12656842.9,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02847,0.0,0.0,0.0,2250000.0,1910000.0,340000.0,0.0,0.0,0.0,340000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02843,0.0,0.0,0.0,2467441.6666666665,2197083.3333333335,270358.333333333,0.0,0.0,0.03571428571428571,3057800.0,0.0,0.0,0.0,1.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02214,0.0,0.0,0.0,126666.66666666667,84540.66666666667,42126.0,0.0,0.0,0.0,60919.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02213,0.0,0.0,0.0,90000.0,40000.0,50000.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02212,0.0,0.0,0.0,81000.0,57571.0,23429.0,0.0,0.0,0.0,23429.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02211,0.0,0.0,0.0,96920.0,50936.28571428572,45983.71428571428,0.0,0.0,0.0,321886.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02242,0.0,0.0,0.0,386586.86440677964,297458.15915254236,89128.70525423728,0.0,0.0,0.0,4742193.03,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02241,0.0,0.0,0.0,329047.0588235294,243409.63705882354,85637.42176470585,0.0,0.0,0.0,1367162.17,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02240,0.0,0.0,0.0,490000.0,400000.0,90000.0,0.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02239,0.0,0.0,0.0,1147000.0,920000.0,227000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02238,0.0,0.0,0.0,663897.1428571428,485418.5714285714,178478.57142857142,0.0,0.0,0.0,1048942.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02237,0.0,0.0,0.0,1029000.0,842380.0,186620.0,0.0,0.0,0.0,186620.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02236,0.0,0.0,0.0,135666.66666666666,274105.0,0.0,0.0,0.0,0.0,-415315.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02234,0.0,0.0,0.0,120142.85714285714,193750.0,0.0,0.0,0.0,0.0,-515250.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02233,0.0,0.0,0.0,20000.0,230599.0,0.0,0.0,0.0,0.0,-210599.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02232,0.0,0.0,0.0,547196.2857142857,395606.1142857143,151590.1714285714,0.0,0.0,0.0,3060056.6,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02231,0.0,0.0,0.0,384443.5714285714,273673.0714285714,110770.5,0.0,0.0,0.0,1342240.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02841,0.0,0.0,0.0,2286477.664596273,1779775.2007453416,506702.4638509315,0.0,0.0,0.0,77808229.68,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02840,0.0,0.0,0.0,2800000.0,2650000.0,150000.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02839,0.0,0.0,0.0,2387770.0,1798784.8733333333,588985.1266666667,0.0,0.0,0.0,6230675.52,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02871,0.0,0.0,0.0,3115499.846153846,2246285.0,869214.846153846,0.0,0.0,0.017857142857142856,10442809.0,0.0,0.0,0.0,0.5,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02870,0.0,0.0,0.0,3204930.3125,2618741.5625,586188.75,0.0,0.0,0.0,8493427.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02869,0.0,0.0,0.0,748000.0,537446.0,210554.0,0.0,0.0,0.0,210554.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02868,0.0,0.0,0.0,1690000.0,1400000.0,290000.0,0.0,0.0,0.0,290000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02867,0.0,0.0,0.0,1200700.0,1024864.8,175835.19999999995,0.0,0.0,0.0,1758352.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02866,0.0,0.0,0.0,1568000.0,1450000.0,118000.0,0.0,0.0,0.0,118000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02865,0.0,0.0,0.0,2300000.0,1619129.88,680870.1200000001,0.0,0.0,0.0,680870.1200000001,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02864,0.0,0.0,0.0,2025300.0,1865000.0,160300.0,0.0,0.0,0.0,83000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02861,0.0,0.0,0.0,2115330.909090909,1643380.8181818181,471950.09090909106,0.0,0.0,0.0,3917515.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02860,0.0,0.0,0.0,2349459.6153846155,1649436.2238461538,700023.3915384617,0.0,0.0,0.017857142857142856,9100304.09,0.0,0.0,0.0,0.69,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02859,0.0,0.0,0.0,2504400.0,2300000.0,204400.0,0.0,0.0,0.0,408800.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02858,0.0,0.0,0.0,2409507.1818181816,1929420.0811363636,480087.1006818181,0.0,0.0,0.0,20262172.43,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02857,0.0,0.0,0.0,2861600.0,2600000.0,261600.0,0.0,0.0,0.0,261600.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02856,0.0,0.0,0.0,1818255.0,1288059.7,530195.3,0.0,0.0,0.0,4692505.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02887,0.0,0.0,0.0,2574000.0,1929743.0,644257.0,0.0,0.0,0.0,1288514.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02886,0.0,0.0,0.0,3947900.0,3030349.5,917550.5,0.0,0.0,0.0,1835101.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02884,0.0,0.0,0.0,2848533.3333333335,2040182.6666666667,808350.6666666667,0.0,0.0,0.03571428571428571,1748635.0,0.0,0.0,0.0,0.88,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02883,0.0,0.0,0.0,3022740.0,2122472.0,900268.0,0.0,0.0,0.0,816528.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02882,0.0,0.0,0.0,3222291.6666666665,2426887.5,795404.1666666665,0.0,0.0,0.0,4055094.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02881,0.0,0.0,0.0,3326888.7,2505491.5,821397.2000000002,0.0,0.0,0.0,12215742.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02880,0.0,0.0,0.0,3665200.0,3100012.5,565187.5,0.0,0.0,0.0,1130375.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02879,0.0,0.0,0.0,3742759.1428571427,2698805.8571428573,1043953.2857142854,0.0,0.0,0.0,7307673.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02878,0.0,0.0,0.0,3734500.0,2614538.5,1119961.5,0.0,0.0,0.0,2239923.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02877,0.0,0.0,0.0,5370000.0,3431943.0,1938057.0,0.0,0.0,0.0,1938057.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02875,0.0,0.0,0.0,3318780.0,2385799.6666666665,932980.3333333335,0.0,0.0,0.0,2798941.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02874,0.0,0.0,0.0,3152106.388888889,2168237.0,983869.388888889,0.0,0.0,0.0,16884755.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02873,0.0,0.0,0.0,2641900.0,2080000.0,561900.0,0.0,0.0,0.0,2816400.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02872,0.0,0.0,0.0,2983297.6,2118171.28,865126.3200000003,0.0,0.0,0.0,19521175.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02903,0.0,0.0,0.0,249734.61538461538,210769.23076923078,38965.384615384595,4.0,0.14285714285714285,0.07142857142857142,1013100.0,0.0,0.0,-100.0,3.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02901,0.0,0.0,0.0,1302840.0,1321000.0,0.0,0.0,0.0,0.0,-18160.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02900,0.0,0.0,0.0,450000.0,390000.0,60000.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02899,0.0,0.0,0.0,368500.0,263639.5,104860.5,0.0,0.0,0.0,209721.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02898,0.0,0.0,0.0,1725000.0,1100000.0,625000.0,0.0,0.0,0.0,625000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02897,0.0,0.0,0.0,2455143.6842105263,1861111.6842105263,594032.0,0.0,0.0,0.0,21266346.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02896,0.0,0.0,0.0,577888.8888888889,511111.1111111111,66777.77777777775,0.0,0.0,0.0,601000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02894,0.0,0.0,0.0,565038.2727272727,490000.0,75038.2727272727,0.0,0.0,0.0,825421.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02893,0.0,0.0,0.0,588783.3333333334,525000.0,63783.33333333337,0.0,0.0,0.0,765400.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02891,0.0,0.0,0.0,39840.0,24131.0,15709.0,0.0,0.0,0.0,78545.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02890,0.0,0.0,0.0,3350625.0,3100000.0,250625.0,0.0,0.0,0.0,501250.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02889,0.0,0.0,0.0,2972269.177777778,2229978.013333333,742291.1644444447,0.0,0.0,0.0,61743953.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02888,0.0,0.0,0.0,3438820.0,2614220.0,824600.0,0.0,0.0,0.0,824600.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02919,0.0,0.0,0.0,81513.33333333333,40966.926666666666,40546.40666666666,0.0,0.0,0.0,816499.54,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02918,0.0,0.0,0.0,60000.0,40000.0,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02917,0.0,0.0,0.0,80946.81818181818,44381.55613636364,36565.26204545454,0.0,0.0,0.0,1482806.53,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02916,0.0,0.0,0.0,86139.58333333333,47627.182499999995,38512.40083333333,0.0,0.0,0.0,908637.62,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02914,0.0,0.0,0.0,55882.75862068965,32758.620689655174,23124.13793103448,0.0,0.0,0.017857142857142856,643400.0,0.0,0.0,0.0,0.56,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02912,0.0,0.0,0.0,1380000.0,1250000.0,130000.0,0.0,0.0,0.0,130000.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02911,0.0,0.0,0.0,370735.4736842105,240303.36842105264,130432.10526315786,0.0,0.0,0.0,2334983.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02910,0.0,0.0,0.0,243451.66666666666,168235.08333333334,75216.58333333331,0.0,0.0,0.0,840681.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02908,0.0,0.0,0.0,398000.0,231128.0,166872.0,0.0,0.0,0.0,500616.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02907,0.0,0.0,0.0,380840.0,262576.2,118263.79999999999,0.0,0.0,0.0,591319.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02905,0.0,0.0,0.0,216477.65625,127431.9375,89045.71875,0.0,0.0,0.0,2715469.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
SKU-02904,0.0,0.0,0.0,266663.8095238095,220000.0,46663.80952380953,0.0,0.0,0.0,979940.0,0.0,0.0,0.0,0.0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,Healthy,0.0,Monitor
